task_id,match_id,team,kick_off_datetime,earliest_processing_datetime,competition,percentage_complete,country,priority_class,priority_hours,processing_deadline,employee,process_start,process_end,squad,date,shift,shift_end_datetime,rate
49839-AWAY,49839,team-AWAY,2019-04-06 16:00:00,2019-04-06 17:50:00,Allsvenskan,0.6,Sweden,5,144,2019-04-12 16:00:00,employee-G-2019-04-09-Morning-3,2019-04-09 15:00:00,2019-04-09 18:00:00,G,2019-04-09,Morning,2019-04-09 18:00:00,0.8
49847-HOME,49847,team-HOME,2019-04-06 16:00:00,2019-04-06 17:50:00,Allsvenskan,0.6,Sweden,5,144,2019-04-12 16:00:00,employee-G-2019-04-09-Morning-7,2019-04-09 15:00:00,2019-04-09 18:00:00,G,2019-04-09,Morning,2019-04-09 18:00:00,0.8
49847-AWAY,49847,team-AWAY,2019-04-06 16:00:00,2019-04-06 17:50:00,Allsvenskan,0.6,Sweden,5,144,2019-04-12 16:00:00,employee-A-2019-04-09-Morning-4,2019-04-09 15:00:00,2019-04-09 18:00:00,A,2019-04-09,Morning,2019-04-09 18:00:00,0.8
15571-HOME,15571,team-HOME,2019-04-06 16:15:00,2019-04-06 18:05:00,Super League,0.75,Greece,5,144,2019-04-12 16:15:00,employee-A-2019-04-09-Morning-5,2019-04-09 15:00:00,2019-04-09 18:00:00,A,2019-04-09,Morning,2019-04-09 18:00:00,1.0
11459-AWAY,11459,team-AWAY,2019-04-06 16:00:00,2019-04-06 17:50:00,League Two,0.6,England,5,144,2019-04-12 16:00:00,employee-C-2019-04-09-Morning-6,2019-04-09 15:00:00,2019-04-09 18:00:00,C,2019-04-09,Morning,2019-04-09 18:00:00,0.8
11522-AWAY,11522,team-AWAY,2019-04-06 16:00:00,2019-04-06 17:50:00,League Two,0.6,England,5,144,2019-04-12 16:00:00,employee-A-2019-04-09-Morning-3,2019-04-09 15:00:00,2019-04-09 18:00:00,A,2019-04-09,Morning,2019-04-09 18:00:00,0.8
11459-HOME,11459,team-HOME,2019-04-06 16:00:00,2019-04-06 17:50:00,League Two,0.6,England,5,144,2019-04-12 16:00:00,employee-A-2019-04-09-Morning-7,2019-04-09 15:00:00,2019-04-09 18:00:00,A,2019-04-09,Morning,2019-04-09 18:00:00,0.8
11462-HOME,11462,team-HOME,2019-04-06 16:00:00,2019-04-06 17:50:00,League Two,0.6,England,5,144,2019-04-12 16:00:00,employee-C-2019-04-09-Morning-2,2019-04-09 15:00:00,2019-04-09 18:00:00,C,2019-04-09,Morning,2019-04-09 18:00:00,0.8
11458-HOME,11458,team-HOME,2019-04-06 16:00:00,2019-04-06 17:50:00,League Two,1.0,England,5,144,2019-04-12 16:00:00,employee-A-2019-04-09-Morning-5,2019-04-09 10:00:00,2019-04-09 15:00:00,A,2019-04-09,Morning,2019-04-09 18:00:00,0.8
49572-HOME,49572,team-HOME,2019-04-09 03:00:00,2019-04-09 04:50:00,Primera A,1.0,Colombia,3,48,2019-04-11 03:00:00,employee-A-2019-04-09-Morning-7,2019-04-09 10:00:00,2019-04-09 15:00:00,A,2019-04-09,Morning,2019-04-09 18:00:00,0.8
49572-AWAY,49572,team-AWAY,2019-04-09 03:00:00,2019-04-09 04:50:00,Primera A,1.0,Colombia,3,48,2019-04-11 03:00:00,employee-C-2019-04-09-Morning-6,2019-04-09 10:00:00,2019-04-09 15:00:00,C,2019-04-09,Morning,2019-04-09 18:00:00,0.8
12354-HOME,12354,team-HOME,2019-04-07 21:00:00,2019-04-07 22:50:00,Primeira Liga,1.0,Portugal,4,96,2019-04-11 21:00:00,employee-C-2019-04-09-Morning-5,2019-04-09 10:00:00,2019-04-09 15:00:00,C,2019-04-09,Morning,2019-04-09 18:00:00,0.8
12354-AWAY,12354,team-AWAY,2019-04-07 21:00:00,2019-04-07 22:50:00,Primeira Liga,1.0,Portugal,4,96,2019-04-11 21:00:00,employee-B+-2019-04-09-Morning-4,2019-04-09 10:00:00,2019-04-09 15:00:00,B+,2019-04-09,Morning,2019-04-09 18:00:00,0.8
10433-AWAY,10433,team-AWAY,2019-04-06 16:00:00,2019-04-06 17:50:00,Premiership,1.0,Scotland,5,144,2019-04-12 16:00:00,employee-C-2019-04-09-Morning-3,2019-04-09 10:00:00,2019-04-09 15:00:00,C,2019-04-09,Morning,2019-04-09 18:00:00,0.8
10434-HOME,10434,team-HOME,2019-04-06 16:00:00,2019-04-06 17:50:00,Premiership,1.0,Scotland,5,144,2019-04-12 16:00:00,employee-C-2019-04-09-Morning-2,2019-04-09 10:00:00,2019-04-09 15:00:00,C,2019-04-09,Morning,2019-04-09 18:00:00,0.8
10434-AWAY,10434,team-AWAY,2019-04-06 16:00:00,2019-04-06 17:50:00,Premiership,1.0,Scotland,5,144,2019-04-12 16:00:00,employee-C-2019-04-09-Morning-1,2019-04-09 10:00:00,2019-04-09 15:00:00,C,2019-04-09,Morning,2019-04-09 18:00:00,0.8
10435-HOME,10435,team-HOME,2019-04-06 16:00:00,2019-04-06 17:50:00,Premiership,1.0,Scotland,5,144,2019-04-12 16:00:00,employee-G-2019-04-09-Morning-4,2019-04-09 10:00:00,2019-04-09 15:00:00,G,2019-04-09,Morning,2019-04-09 18:00:00,0.8
10435-AWAY,10435,team-AWAY,2019-04-06 16:00:00,2019-04-06 17:50:00,Premiership,1.0,Scotland,5,144,2019-04-12 16:00:00,employee-G-2019-04-09-Morning-5,2019-04-09 10:00:00,2019-04-09 15:00:00,G,2019-04-09,Morning,2019-04-09 18:00:00,0.8
10436-HOME,10436,team-HOME,2019-04-06 16:00:00,2019-04-06 17:50:00,Premiership,1.0,Scotland,5,144,2019-04-12 16:00:00,employee-G-2019-04-09-Morning-6,2019-04-09 10:00:00,2019-04-09 15:00:00,G,2019-04-09,Morning,2019-04-09 18:00:00,0.8
10436-AWAY,10436,team-AWAY,2019-04-06 16:00:00,2019-04-06 17:50:00,Premiership,1.0,Scotland,5,144,2019-04-12 16:00:00,employee-C-2019-04-09-Morning-4,2019-04-09 10:00:00,2019-04-09 15:00:00,C,2019-04-09,Morning,2019-04-09 18:00:00,0.8
10433-HOME,10433,team-HOME,2019-04-06 16:00:00,2019-04-06 17:50:00,Premiership,1.0,Scotland,5,144,2019-04-12 16:00:00,employee-B+-2019-04-09-Morning-2,2019-04-09 10:00:00,2019-04-09 15:00:00,B+,2019-04-09,Morning,2019-04-09 18:00:00,0.8
10437-AWAY,10437,team-AWAY,2019-04-06 16:00:00,2019-04-06 17:50:00,Premiership,1.0,Scotland,5,144,2019-04-12 16:00:00,employee-A-2019-04-09-Morning-3,2019-04-09 10:00:00,2019-04-09 15:00:00,A,2019-04-09,Morning,2019-04-09 18:00:00,0.8
10437-HOME,10437,team-HOME,2019-04-06 16:00:00,2019-04-06 17:50:00,Premiership,1.0,Scotland,5,144,2019-04-12 16:00:00,employee-B+-2019-04-09-Morning-3,2019-04-09 10:00:00,2019-04-09 15:00:00,B+,2019-04-09,Morning,2019-04-09 18:00:00,0.8
11457-AWAY,11457,team-AWAY,2019-04-06 16:00:00,2019-04-06 17:50:00,League Two,1.0,England,5,144,2019-04-12 16:00:00,employee-A-2019-04-09-Morning-4,2019-04-09 10:00:00,2019-04-09 15:00:00,A,2019-04-09,Morning,2019-04-09 18:00:00,0.8
11457-HOME,11457,team-HOME,2019-04-06 16:00:00,2019-04-06 17:50:00,League Two,1.0,England,5,144,2019-04-12 16:00:00,employee-G-2019-04-09-Morning-7,2019-04-09 10:00:00,2019-04-09 15:00:00,G,2019-04-09,Morning,2019-04-09 18:00:00,0.8
11456-HOME,11456,team-HOME,2019-04-06 16:00:00,2019-04-06 17:50:00,League Two,1.0,England,5,144,2019-04-12 16:00:00,employee-A-2019-04-09-Morning-2,2019-04-09 10:00:00,2019-04-09 15:00:00,A,2019-04-09,Morning,2019-04-09 18:00:00,0.8
11456-AWAY,11456,team-AWAY,2019-04-06 16:00:00,2019-04-06 17:50:00,League Two,1.0,England,5,144,2019-04-12 16:00:00,employee-A-2019-04-09-Morning-1,2019-04-09 10:00:00,2019-04-09 15:00:00,A,2019-04-09,Morning,2019-04-09 18:00:00,0.8
11458-AWAY,11458,team-AWAY,2019-04-06 16:00:00,2019-04-06 17:50:00,League Two,1.0,England,5,144,2019-04-12 16:00:00,employee-A-2019-04-09-Morning-6,2019-04-09 10:00:00,2019-04-09 15:00:00,A,2019-04-09,Morning,2019-04-09 18:00:00,0.8
11455-HOME,11455,team-HOME,2019-04-06 16:00:00,2019-04-06 17:50:00,League Two,1.0,England,5,144,2019-04-12 16:00:00,employee-G-2019-04-09-Morning-2,2019-04-09 10:00:00,2019-04-09 15:00:00,G,2019-04-09,Morning,2019-04-09 18:00:00,0.8
10438-AWAY,10438,team-AWAY,2019-04-06 16:00:00,2019-04-06 17:50:00,Premiership,1.0,Scotland,5,144,2019-04-12 16:00:00,employee-G-2019-04-09-Morning-1,2019-04-09 10:00:00,2019-04-09 15:00:00,G,2019-04-09,Morning,2019-04-09 18:00:00,0.8
10438-HOME,10438,team-HOME,2019-04-06 16:00:00,2019-04-06 17:50:00,Premiership,1.0,Scotland,5,144,2019-04-12 16:00:00,employee-B+-2019-04-09-Morning-1,2019-04-09 10:00:00,2019-04-09 15:00:00,B+,2019-04-09,Morning,2019-04-09 18:00:00,0.8
11455-AWAY,11455,team-AWAY,2019-04-06 16:00:00,2019-04-06 17:50:00,League Two,1.0,England,5,144,2019-04-12 16:00:00,employee-G-2019-04-09-Morning-3,2019-04-09 10:00:00,2019-04-09 15:00:00,G,2019-04-09,Morning,2019-04-09 18:00:00,0.8
10838-AWAY,10838,team-AWAY,2019-04-09 20:45:00,2019-04-09 22:35:00,League One,0.854,England,2,24,2019-04-10 20:45:00,employee-D-2019-04-09-Night-1,2019-04-09 22:35:00,2019-04-10 02:00:00,D,2019-04-09,Night,2019-04-10 02:00:00,1.0
46642-HOME,46642,team-HOME,2019-04-06 17:00:00,2019-04-06 18:50:00,Bundesliga,1.0,Austria,5,144,2019-04-12 17:00:00,employee-E-2019-04-09-Night-7,2019-04-09 18:00:00,2019-04-09 22:00:00,E,2019-04-09,Night,2019-04-10 02:00:00,1.0
10860-HOME,10860,team-HOME,2019-04-09 20:45:00,2019-04-09 22:35:00,League One,0.683,England,2,24,2019-04-10 20:45:00,employee-E-2019-04-09-Night-2,2019-04-09 22:35:00,2019-04-10 02:00:00,E,2019-04-09,Night,2019-04-10 02:00:00,0.8
10860-AWAY,10860,team-AWAY,2019-04-09 20:45:00,2019-04-09 22:35:00,League One,0.683,England,2,24,2019-04-10 20:45:00,employee-E-2019-04-09-Night-1,2019-04-09 22:35:00,2019-04-10 02:00:00,E,2019-04-09,Night,2019-04-10 02:00:00,0.8
10872-HOME,10872,team-HOME,2019-04-09 20:45:00,2019-04-09 22:35:00,League One,0.233,England,2,24,2019-04-10 20:45:00,employee-B-2019-04-09-Night-1,2019-04-10 00:50:00,2019-04-10 02:00:00,B,2019-04-09,Night,2019-04-10 02:00:00,0.8
10872-AWAY,10872,team-AWAY,2019-04-09 20:45:00,2019-04-09 22:35:00,League One,0.233,England,2,24,2019-04-10 20:45:00,employee-B-2019-04-09-Night-2,2019-04-10 00:50:00,2019-04-10 02:00:00,B,2019-04-09,Night,2019-04-10 02:00:00,0.8
46642-AWAY,46642,team-AWAY,2019-04-06 17:00:00,2019-04-06 18:50:00,Bundesliga,1.0,Austria,5,144,2019-04-12 17:00:00,employee-E-2019-04-09-Night-6,2019-04-09 18:00:00,2019-04-09 22:00:00,E,2019-04-09,Night,2019-04-10 02:00:00,1.0
46647-AWAY,46647,team-AWAY,2019-04-07 14:30:00,2019-04-07 16:20:00,Bundesliga,1.0,Austria,5,144,2019-04-13 14:30:00,employee-E-2019-04-09-Night-8,2019-04-09 18:00:00,2019-04-09 22:00:00,E,2019-04-09,Night,2019-04-10 02:00:00,1.0
46646-HOME,46646,team-HOME,2019-04-07 14:30:00,2019-04-07 16:20:00,Bundesliga,1.0,Austria,5,144,2019-04-13 14:30:00,employee-E-2019-04-09-Night-9,2019-04-09 18:00:00,2019-04-09 22:00:00,E,2019-04-09,Night,2019-04-10 02:00:00,1.0
46646-AWAY,46646,team-AWAY,2019-04-07 14:30:00,2019-04-07 16:20:00,Bundesliga,1.0,Austria,5,144,2019-04-13 14:30:00,employee-E-2019-04-09-Night-3,2019-04-09 18:00:00,2019-04-09 22:00:00,E,2019-04-09,Night,2019-04-10 02:00:00,1.0
46647-HOME,46647,team-HOME,2019-04-07 14:30:00,2019-04-07 16:20:00,Bundesliga,1.0,Austria,5,144,2019-04-13 14:30:00,employee-E-2019-04-09-Night-4,2019-04-09 18:00:00,2019-04-09 22:00:00,E,2019-04-09,Night,2019-04-10 02:00:00,1.0
46644-HOME,46644,team-HOME,2019-04-07 17:00:00,2019-04-07 18:50:00,Bundesliga,1.0,Austria,5,144,2019-04-13 17:00:00,employee-E-2019-04-09-Night-5,2019-04-09 18:00:00,2019-04-09 22:00:00,E,2019-04-09,Night,2019-04-10 02:00:00,1.0
46644-AWAY,46644,team-AWAY,2019-04-07 17:00:00,2019-04-07 18:50:00,Bundesliga,1.0,Austria,5,144,2019-04-13 17:00:00,employee-E-2019-04-09-Night-2,2019-04-09 18:00:00,2019-04-09 22:00:00,E,2019-04-09,Night,2019-04-10 02:00:00,1.0
10838-HOME,10838,team-HOME,2019-04-09 20:45:00,2019-04-09 22:35:00,League One,0.854,England,2,24,2019-04-10 20:45:00,employee-D-2019-04-09-Night-2,2019-04-09 22:35:00,2019-04-10 02:00:00,D,2019-04-09,Night,2019-04-10 02:00:00,1.0
12353-HOME,12353,team-HOME,2019-04-08 21:15:00,2019-04-08 23:05:00,Primeira Liga,1.0,Portugal,4,96,2019-04-12 21:15:00,employee-D+-2019-04-09-Night-1,2019-04-09 18:00:00,2019-04-09 22:00:00,D+,2019-04-09,Night,2019-04-10 02:00:00,1.0
46655-AWAY,46655,team-AWAY,2019-04-09 21:00:00,2019-04-09 22:50:00,UEFA Champions League,0.633,UEFA,1,12,2019-04-10 09:00:00,employee-B-2019-04-09-Night-6,2019-04-09 22:50:00,2019-04-10 02:00:00,B,2019-04-09,Night,2019-04-10 02:00:00,0.8
46654-AWAY,46654,team-AWAY,2019-04-09 21:00:00,2019-04-09 22:50:00,UEFA Champions League,0.633,UEFA,1,12,2019-04-10 09:00:00,employee-B-2019-04-09-Night-4,2019-04-09 22:50:00,2019-04-10 02:00:00,B,2019-04-09,Night,2019-04-10 02:00:00,0.8
10159-AWAY,10159,team-AWAY,2019-04-09 20:45:00,2019-04-09 22:35:00,Championship,0.683,England,1,12,2019-04-10 08:45:00,employee-E-2019-04-09-Night-6,2019-04-09 22:35:00,2019-04-10 02:00:00,E,2019-04-09,Night,2019-04-10 02:00:00,0.8
13780-HOME,13780,team-HOME,2019-04-09 19:00:00,2019-04-09 20:50:00,Ligue 1,1.0,France,1,12,2019-04-10 07:00:00,employee-B-2019-04-09-Night-1,2019-04-09 20:50:00,2019-04-10 00:50:00,B,2019-04-09,Night,2019-04-10 02:00:00,1.0
13780-AWAY,13780,team-AWAY,2019-04-09 19:00:00,2019-04-09 20:50:00,Ligue 1,1.0,France,1,12,2019-04-10 07:00:00,employee-B-2019-04-09-Night-2,2019-04-09 20:50:00,2019-04-10 00:50:00,B,2019-04-09,Night,2019-04-10 02:00:00,1.0
10159-HOME,10159,team-HOME,2019-04-09 20:45:00,2019-04-09 22:35:00,Championship,0.683,England,1,12,2019-04-10 08:45:00,employee-E-2019-04-09-Night-7,2019-04-09 22:35:00,2019-04-10 02:00:00,E,2019-04-09,Night,2019-04-10 02:00:00,0.8
10165-HOME,10165,team-HOME,2019-04-09 20:45:00,2019-04-09 22:35:00,Championship,0.683,England,1,12,2019-04-10 08:45:00,employee-E-2019-04-09-Night-9,2019-04-09 22:35:00,2019-04-10 02:00:00,E,2019-04-09,Night,2019-04-10 02:00:00,0.8
10165-AWAY,10165,team-AWAY,2019-04-09 20:45:00,2019-04-09 22:35:00,Championship,0.683,England,1,12,2019-04-10 08:45:00,employee-E-2019-04-09-Night-3,2019-04-09 22:35:00,2019-04-10 02:00:00,E,2019-04-09,Night,2019-04-10 02:00:00,0.8
46655-HOME,46655,team-HOME,2019-04-09 21:00:00,2019-04-09 22:50:00,UEFA Champions League,0.633,UEFA,1,12,2019-04-10 09:00:00,employee-B-2019-04-09-Night-5,2019-04-09 22:50:00,2019-04-10 02:00:00,B,2019-04-09,Night,2019-04-10 02:00:00,0.8
10169-AWAY,10169,team-AWAY,2019-04-09 20:45:00,2019-04-09 22:35:00,Championship,0.683,England,1,12,2019-04-10 08:45:00,employee-E-2019-04-09-Night-8,2019-04-09 22:35:00,2019-04-10 02:00:00,E,2019-04-09,Night,2019-04-10 02:00:00,0.8
10169-HOME,10169,team-HOME,2019-04-09 20:45:00,2019-04-09 22:35:00,Championship,0.683,England,1,12,2019-04-10 08:45:00,employee-E-2019-04-09-Night-4,2019-04-09 22:35:00,2019-04-10 02:00:00,E,2019-04-09,Night,2019-04-10 02:00:00,0.8
10170-AWAY,10170,team-AWAY,2019-04-09 20:45:00,2019-04-09 22:35:00,Championship,0.683,England,1,12,2019-04-10 08:45:00,employee-D-2019-04-09-Night-6,2019-04-09 22:35:00,2019-04-10 02:00:00,D,2019-04-09,Night,2019-04-10 02:00:00,0.8
10236-HOME,10236,team-HOME,2019-04-09 20:45:00,2019-04-09 22:35:00,Championship,0.683,England,1,12,2019-04-10 08:45:00,employee-D-2019-04-09-Night-3,2019-04-09 22:35:00,2019-04-10 02:00:00,D,2019-04-09,Night,2019-04-10 02:00:00,0.8
10236-AWAY,10236,team-AWAY,2019-04-09 20:45:00,2019-04-09 22:35:00,Championship,0.683,England,1,12,2019-04-10 08:45:00,employee-D+-2019-04-09-Night-1,2019-04-09 22:35:00,2019-04-10 02:00:00,D+,2019-04-09,Night,2019-04-10 02:00:00,0.8
10221-HOME,10221,team-HOME,2019-04-09 21:00:00,2019-04-09 22:50:00,Championship,0.633,England,1,12,2019-04-10 09:00:00,employee-D-2019-04-09-Night-4,2019-04-09 22:50:00,2019-04-10 02:00:00,D,2019-04-09,Night,2019-04-10 02:00:00,0.8
10221-AWAY,10221,team-AWAY,2019-04-09 21:00:00,2019-04-09 22:50:00,Championship,0.633,England,1,12,2019-04-10 09:00:00,employee-B-2019-04-09-Night-3,2019-04-09 22:50:00,2019-04-10 02:00:00,B,2019-04-09,Night,2019-04-10 02:00:00,0.8
46654-HOME,46654,team-HOME,2019-04-09 21:00:00,2019-04-09 22:50:00,UEFA Champions League,0.633,UEFA,1,12,2019-04-10 09:00:00,employee-D-2019-04-09-Night-5,2019-04-09 22:50:00,2019-04-10 02:00:00,D,2019-04-09,Night,2019-04-10 02:00:00,0.8
10170-HOME,10170,team-HOME,2019-04-09 20:45:00,2019-04-09 22:35:00,Championship,0.683,England,1,12,2019-04-10 08:45:00,employee-E-2019-04-09-Night-5,2019-04-09 22:35:00,2019-04-10 02:00:00,E,2019-04-09,Night,2019-04-10 02:00:00,0.8
49754-AWAY,49754,team-AWAY,2019-04-07 15:00:00,2019-04-07 16:50:00,Allsvenskan,0.6,Sweden,5,144,2019-04-13 15:00:00,employee-C-2019-04-10-Morning-4,2019-04-10 15:00:00,2019-04-10 18:00:00,C,2019-04-10,Morning,2019-04-10 18:00:00,0.8
49754-HOME,49754,team-HOME,2019-04-07 15:00:00,2019-04-07 16:50:00,Allsvenskan,0.6,Sweden,5,144,2019-04-13 15:00:00,employee-C-2019-04-10-Morning-3,2019-04-10 15:00:00,2019-04-10 18:00:00,C,2019-04-10,Morning,2019-04-10 18:00:00,0.8
15579-AWAY,15579,team-AWAY,2019-04-07 15:00:00,2019-04-07 16:50:00,Super League,1.0,Greece,5,144,2019-04-13 15:00:00,employee-A-2019-04-10-Morning-5,2019-04-10 14:00:00,2019-04-10 18:00:00,A,2019-04-10,Morning,2019-04-10 18:00:00,1.0
15579-HOME,15579,team-HOME,2019-04-07 15:00:00,2019-04-07 16:50:00,Super League,1.0,Greece,5,144,2019-04-13 15:00:00,employee-A-2019-04-10-Morning-6,2019-04-10 14:00:00,2019-04-10 18:00:00,A,2019-04-10,Morning,2019-04-10 18:00:00,1.0
15512-HOME,15512,team-HOME,2019-04-07 14:30:00,2019-04-07 16:20:00,Eredivisie,1.0,Netherlands,5,144,2019-04-13 14:30:00,employee-C-2019-04-10-Morning-5,2019-04-10 14:00:00,2019-04-10 18:00:00,C,2019-04-10,Morning,2019-04-10 18:00:00,1.0
15513-HOME,15513,team-HOME,2019-04-07 14:30:00,2019-04-07 16:20:00,Eredivisie,1.0,Netherlands,5,144,2019-04-13 14:30:00,employee-C-2019-04-10-Morning-2,2019-04-10 14:00:00,2019-04-10 18:00:00,C,2019-04-10,Morning,2019-04-10 18:00:00,1.0
15512-AWAY,15512,team-AWAY,2019-04-07 14:30:00,2019-04-07 16:20:00,Eredivisie,1.0,Netherlands,5,144,2019-04-13 14:30:00,employee-C-2019-04-10-Morning-1,2019-04-10 14:00:00,2019-04-10 18:00:00,C,2019-04-10,Morning,2019-04-10 18:00:00,1.0
49846-HOME,49846,team-HOME,2019-04-07 15:00:00,2019-04-07 16:50:00,Allsvenskan,0.6,Sweden,5,144,2019-04-13 15:00:00,employee-E-2019-04-10-Morning-1,2019-04-10 15:00:00,2019-04-10 18:00:00,E,2019-04-10,Morning,2019-04-10 18:00:00,0.8
15513-AWAY,15513,team-AWAY,2019-04-07 14:30:00,2019-04-07 16:20:00,Eredivisie,0.8,Netherlands,5,144,2019-04-13 14:30:00,employee-A-2019-04-10-Morning-2,2019-04-10 14:00:00,2019-04-10 18:00:00,A,2019-04-10,Morning,2019-04-10 18:00:00,0.8
49846-AWAY,49846,team-AWAY,2019-04-07 15:00:00,2019-04-07 16:50:00,Allsvenskan,0.6,Sweden,5,144,2019-04-13 15:00:00,employee-G-2019-04-10-Morning-5,2019-04-10 15:00:00,2019-04-10 18:00:00,G,2019-04-10,Morning,2019-04-10 18:00:00,0.8
15574-HOME,15574,team-HOME,2019-04-07 18:00:00,2019-04-07 19:50:00,Super League,0.6,Greece,5,144,2019-04-13 18:00:00,employee-B+-2019-04-10-Morning-3,2019-04-10 15:00:00,2019-04-10 18:00:00,B+,2019-04-10,Morning,2019-04-10 18:00:00,0.8
46649-AWAY,46649,team-AWAY,2019-04-07 16:00:00,2019-04-07 17:50:00,Superliga,0.75,Denmark,5,144,2019-04-13 16:00:00,employee-A-2019-04-10-Morning-3,2019-04-10 15:00:00,2019-04-10 18:00:00,A,2019-04-10,Morning,2019-04-10 18:00:00,1.0
15570-HOME,15570,team-HOME,2019-04-07 16:15:00,2019-04-07 18:05:00,Super League,0.6,Greece,5,144,2019-04-13 16:15:00,employee-G-2019-04-10-Morning-1,2019-04-10 15:00:00,2019-04-10 18:00:00,G,2019-04-10,Morning,2019-04-10 18:00:00,0.8
15570-AWAY,15570,team-AWAY,2019-04-07 16:15:00,2019-04-07 18:05:00,Super League,0.6,Greece,5,144,2019-04-13 16:15:00,employee-G-2019-04-10-Morning-2,2019-04-10 15:00:00,2019-04-10 18:00:00,G,2019-04-10,Morning,2019-04-10 18:00:00,0.8
15514-HOME,15514,team-HOME,2019-04-07 16:45:00,2019-04-07 18:35:00,Eredivisie,0.6,Netherlands,5,144,2019-04-13 16:45:00,employee-G-2019-04-10-Morning-3,2019-04-10 15:00:00,2019-04-10 18:00:00,G,2019-04-10,Morning,2019-04-10 18:00:00,0.8
15514-AWAY,15514,team-AWAY,2019-04-07 16:45:00,2019-04-07 18:35:00,Eredivisie,0.6,Netherlands,5,144,2019-04-13 16:45:00,employee-G-2019-04-10-Morning-4,2019-04-10 15:00:00,2019-04-10 18:00:00,G,2019-04-10,Morning,2019-04-10 18:00:00,0.8
49840-HOME,49840,team-HOME,2019-04-07 17:30:00,2019-04-07 19:20:00,Allsvenskan,0.6,Sweden,5,144,2019-04-13 17:30:00,employee-E-2019-04-10-Morning-2,2019-04-10 15:00:00,2019-04-10 18:00:00,E,2019-04-10,Morning,2019-04-10 18:00:00,0.8
49840-AWAY,49840,team-AWAY,2019-04-07 17:30:00,2019-04-07 19:20:00,Allsvenskan,0.6,Sweden,5,144,2019-04-13 17:30:00,employee-B+-2019-04-10-Morning-2,2019-04-10 15:00:00,2019-04-10 18:00:00,B+,2019-04-10,Morning,2019-04-10 18:00:00,0.8
15574-AWAY,15574,team-AWAY,2019-04-07 18:00:00,2019-04-07 19:50:00,Super League,0.6,Greece,5,144,2019-04-13 18:00:00,employee-B+-2019-04-10-Morning-1,2019-04-10 15:00:00,2019-04-10 18:00:00,B+,2019-04-10,Morning,2019-04-10 18:00:00,0.8
46650-HOME,46650,team-HOME,2019-04-07 18:00:00,2019-04-07 19:50:00,Superliga,0.6,Denmark,5,144,2019-04-13 18:00:00,employee-B+-2019-04-10-Morning-4,2019-04-10 15:00:00,2019-04-10 18:00:00,B+,2019-04-10,Morning,2019-04-10 18:00:00,0.8
46649-HOME,46649,team-HOME,2019-04-07 16:00:00,2019-04-07 17:50:00,Superliga,0.75,Denmark,5,144,2019-04-13 16:00:00,employee-A-2019-04-10-Morning-4,2019-04-10 15:00:00,2019-04-10 18:00:00,A,2019-04-10,Morning,2019-04-10 18:00:00,1.0
46645-AWAY,46645,team-AWAY,2019-04-07 14:00:00,2019-04-07 15:50:00,Superliga,1.0,Denmark,5,144,2019-04-13 14:00:00,employee-A-2019-04-10-Morning-1,2019-04-10 14:00:00,2019-04-10 18:00:00,A,2019-04-10,Morning,2019-04-10 18:00:00,1.0
15506-AWAY,15506,team-AWAY,2019-04-06 20:45:00,2019-04-06 22:35:00,Eredivisie,1.0,Netherlands,5,144,2019-04-12 20:45:00,employee-G-2019-04-10-Morning-1,2019-04-10 10:00:00,2019-04-10 15:00:00,G,2019-04-10,Morning,2019-04-10 18:00:00,0.8
15511-AWAY,15511,team-AWAY,2019-04-07 12:15:00,2019-04-07 14:05:00,Eredivisie,1.0,Netherlands,5,144,2019-04-13 12:15:00,employee-B+-2019-04-10-Morning-1,2019-04-10 10:00:00,2019-04-10 15:00:00,B+,2019-04-10,Morning,2019-04-10 18:00:00,0.8
46645-HOME,46645,team-HOME,2019-04-07 14:00:00,2019-04-07 15:50:00,Superliga,1.0,Denmark,5,144,2019-04-13 14:00:00,employee-B+-2019-04-10-Morning-4,2019-04-10 10:00:00,2019-04-10 15:00:00,B+,2019-04-10,Morning,2019-04-10 18:00:00,0.8
46307-HOME,46307,team-HOME,2019-04-10 02:00:00,2019-04-10 03:50:00,MLS,1.0,USA,1,12,2019-04-10 14:00:00,employee-C-2019-04-10-Morning-3,2019-04-10 10:00:00,2019-04-10 15:00:00,C,2019-04-10,Morning,2019-04-10 18:00:00,0.8
46307-AWAY,46307,team-AWAY,2019-04-10 02:00:00,2019-04-10 03:50:00,MLS,1.0,USA,1,12,2019-04-10 14:00:00,employee-C-2019-04-10-Morning-4,2019-04-10 10:00:00,2019-04-10 15:00:00,C,2019-04-10,Morning,2019-04-10 18:00:00,0.8
15573-HOME,15573,team-HOME,2019-04-06 18:00:00,2019-04-06 19:50:00,Super League,1.0,Greece,5,144,2019-04-12 18:00:00,employee-A-2019-04-10-Morning-1,2019-04-10 10:00:00,2019-04-10 14:00:00,A,2019-04-10,Morning,2019-04-10 18:00:00,1.0
15508-HOME,15508,team-HOME,2019-04-06 18:30:00,2019-04-06 20:20:00,Eredivisie,1.0,Netherlands,5,144,2019-04-12 18:30:00,employee-C-2019-04-10-Morning-5,2019-04-10 10:00:00,2019-04-10 14:00:00,C,2019-04-10,Morning,2019-04-10 18:00:00,1.0
